"CODIGO_CLIENTE","UF","IDADE","ESCOLARIDADE","ESTADO_CIVIL","QT_FILHOS","CASA_PROPRIA","QT_IMOVEIS","VL_IMOVEIS","OUTRA_RENDA_VALOR","TEMPO_ULTIMO_EMPREGO_MESES","TRABALHANDO_ATUALMENTE","ULTIMO_SALARIO","QT_CARROS","VALOR_TABELA_CARROS","SCORE_CREDITO","EMPRESTIMO"
"3618","MG","32","Superior Cursando","Solteiro","1","Sim","1","185000","3000","19","Sim","6800","0","0","45","NAO"
"3619","SC","35","Superior Completo","Solteiro","1","Sim","2","450000","2400","25","Sim","22000","1","150000","51","SIM"
"3620","PR","42","Segundo Grau Completo","Casado","0","Não","0","0","0","48","Sim","4500","2","28000","56","NAO"
"3621","RJ","45","Superior Cursando","Casado","0","Não","0","0","0","120","Não","9800","0","0","62","SIM"
"3622","SP","48","Superior Completo","Divorciado","2","Sim","2","600000","0","15","Sim","15000","1","70000","67","NAO"
"3623","MG","51","Segundo Grau Completo","Divorciado","1","Sim","0","0","0","80","Não","6100","2","48000","73","SIM"
"3624","SC","53","Superior Cursando","Casado","2","Não","1","280000","0","12","Sim","9000","0","0","78","NAO"
"3625","PR","55","Superior Completo","Casado","2","Não","3","700000","0","75","Não","17500","1","50000","84","SIM"
"3626","RJ","57","Segundo Grau Completo","Casado","3","Sim","1","340000","4000","90","Sim","13000","2","180000","89","NAO"
"3627","SP","62","Superior Cursando","Casado","3","Sim","1","450000","3200","93","Não","5300","0","0","95","SIM"
"3628","RJ","65","Superior Completo","Viuvo","1","Não","3","900000","0","150","Não","18300","1","80000","98","NAO"
"3629","SP","19","Superior Cursando","Solteiro","0","Não","0","0","0","8","Sim","1800","0","0","92","SIM"
"3630","MG","23","Superior Completo","Solteiro","1","Não","0","0","0","9","Não","4800","1","50000","18","NAO"
"3631","SC","25","Segundo Grau Completo","Casado","0","Sim","1","220000","0","18","Sim","2200","2","30000","86","SIM"
"3632","PR","27","Superior Cursando","Casado","1","Sim","0","0","0","22","Não","3900","0","0","29","NAO"
"3633","RJ","28","Superior Completo","Divorciado","2","Não","1","370000","0","30","Sim","11500","1","35000","34","SIM"
"3634","SP","30","Segundo Grau Completo","Divorciado","0","Não","0","0","0","14","Sim","3100","2","40000","40","NAO"
"3635","MG","32","Superior Cursando","Solteiro","1","Sim","1","185000","3000","19","Sim","6800","0","0","45","SIM"
"3636","SC","35","Superior Completo","Solteiro","1","Sim","2","450000","2400","25","Sim","22000","1","150000","51","NAO"
"3637","PR","42","Segundo Grau Completo","Casado","0","Não","0","0","0","48","Sim","4500","2","28000","56","SIM"
"3638","RJ","45","Superior Cursando","Casado","0","Não","0","0","0","120","Não","9800","0","0","62","NAO"
"3639","SP","48","Superior Completo","Divorciado","2","Sim","2","600000","0","15","Sim","15000","1","70000","67","SIM"
"3640","MG","51","Segundo Grau Completo","Divorciado","1","Sim","0","0","0","80","Não","6100","2","48000","73","NAO"
"3641","SC","53","Superior Cursando","Casado","2","Não","1","280000","0","12","Sim","9000","0","0","78","SIM"
"3642","PR","55","Superior Completo","Casado","2","Não","3","700000","0","75","Não","17500","1","50000","84","NAO"
"3643","RJ","57","Segundo Grau Completo","Casado","3","Sim","1","340000","4000","90","Sim","13000","2","180000","89","SIM"
"3644","SP","62","Superior Cursando","Casado","3","Sim","1","450000","3200","93","Não","5300","0","0","95","NAO"
"3645","RJ","65","Superior Completo","Viuvo","1","Não","3","900000","0","150","Não","18300","1","80000","98","SIM"
"3646","SP","19","Superior Cursando","Solteiro","0","Não","0","0","0","8","Sim","1800","0","0","12","NAO"
"3647","MG","23","Superior Completo","Solteiro","1","Não","0","0","0","9","Não","4800","1","50000","82","SIM"
"3648","SC","25","Segundo Grau Completo","Casado","0","Sim","1","220000","0","18","Sim","2200","2","30000","23","NAO"
"3649","PR","27","Superior Cursando","Casado","1","Sim","0","0","0","22","Não","3900","0","0","79","SIM"
"3650","RJ","28","Superior Completo","Divorciado","2","Não","1","370000","0","30","Sim","11500","1","35000","34","NAO"
"3651","SP","30","Segundo Grau Completo","Divorciado","0","Não","0","0","0","14","Sim","3100","2","40000","40","SIM"
"3652","MG","32","Superior Cursando","Solteiro","1","Sim","1","185000","3000","19","Sim","6800","0","0","45","NAO"
"3653","SC","35","Superior Completo","Solteiro","1","Não","0","0","0","8","Sim","1800","0","0","75","SIM"
"3654","PR","42","Segundo Grau Completo","Casado","0","Não","0","0","0","9","Não","4800","1","50000","18","NAO"
"3655","RJ","45","Superior Cursando","Casado","0","Sim","1","220000","0","18","Sim","2200","2","30000","92","SIM"
"3656","SP","48","Superior Completo","Divorciado","2","Sim","0","0","0","22","Não","3900","0","0","29","NAO"
"3657","MG","51","Segundo Grau Completo","Divorciado","1","Não","1","370000","0","30","Sim","11500","1","35000","34","SIM"
"3658","SC","53","Superior Cursando","Casado","2","Não","0","0","0","14","Sim","3100","2","40000","40","NAO"
"3659","PR","55","Superior Completo","Casado","2","Sim","1","185000","3000","19","Sim","6800","0","0","45","SIM"
"3660","RJ","57","Segundo Grau Completo","Casado","3","Sim","2","450000","2400","25","Sim","22000","1","150000","51","NAO"
"3661","SP","62","Superior Cursando","Casado","3","Não","0","0","0","48","Sim","4500","2","28000","56","SIM"
"3662","RJ","65","Superior Completo","Viuvo","1","Não","0","0","0","120","Não","9800","0","0","62","NAO"
"3663","SP","19","Superior Cursando","Solteiro","0","Sim","2","600000","0","15","Sim","15000","1","70000","67","SIM"
"3664","MG","23","Superior Completo","Solteiro","1","Sim","0","0","0","80","Não","6100","2","48000","73","NAO"
"3665","SC","25","Segundo Grau Completo","Casado","0","Não","1","280000","0","12","Sim","9000","0","0","78","SIM"
"3666","PR","31","Superior Cursando","Casado","1","Não","3","700000","0","75","Não","17500","1","50000","84","NAO"
"3667","RJ","28","Superior Completo","Divorciado","2","Sim","1","340000","4000","90","Sim","13000","2","180000","89","SIM"
"3668","SP","30","Segundo Grau Completo","Divorciado","0","Sim","1","450000","3200","93","Não","5300","0","0","95","NAO"
"3669","MG","32","Superior Cursando","Solteiro","1","Não","3","900000","0","150","Não","18300","1","80000","98","SIM"
"3670","SC","35","Superior Completo","Solteiro","1","Não","0","0","0","8","Sim","1800","0","0","12","NAO"
"3671","PR","42","Segundo Grau Completo","Casado","0","Não","0","0","0","9","Não","4800","1","50000","86","SIM"
"3672","RJ","45","Superior Cursando","Casado","0","Sim","1","220000","0","18","Sim","2200","2","30000","23","NAO"
"3673","SP","48","Superior Completo","Divorciado","2","Sim","0","0","0","22","Não","3900","0","0","82","SIM"
"3674","MG","51","Segundo Grau Completo","Divorciado","1","Não","1","370000","0","30","Sim","11500","1","35000","34","NAO"
"3675","SC","53","Superior Cursando","Casado","2","Não","0","0","0","14","Sim","3100","2","40000","40","SIM"
"3676","PR","55","Superior Completo","Casado","2","Sim","1","185000","3000","19","Sim","6800","0","0","45","NAO"
"3677","RJ","57","Segundo Grau Completo","Casado","3","Não","0","0","0","8","Sim","1800","0","0","79","SIM"
"3678","SP","62","Superior Cursando","Casado","3","Não","0","0","0","9","Não","4800","1","50000","18","NAO"
"3679","RJ","65","Superior Completo","Viuvo","1","Sim","1","220000","0","18","Sim","2200","2","30000","82","SIM"
"3680","SP","19","Superior Cursando","Solteiro","0","Sim","0","0","0","22","Não","3900","0","0","29","NAO"
"3681","MG","23","Superior Completo","Solteiro","1","Não","1","370000","0","30","Sim","11500","1","35000","34","SIM"
"3682","SC","25","Segundo Grau Completo","Casado","0","Não","0","0","0","14","Sim","3100","2","40000","40","NAO"
"3683","PR","27","Superior Cursando","Casado","1","Sim","1","185000","3000","19","Sim","6800","0","0","45","SIM"
"3684","RJ","28","Superior Completo","Divorciado","2","Sim","2","450000","2400","25","Sim","22000","1","150000","51","NAO"
"3685","SP","30","Segundo Grau Completo","Divorciado","0","Não","0","0","0","48","Sim","4500","2","28000","56","SIM"
"3686","MG","32","Superior Cursando","Solteiro","1","Não","0","0","0","120","Não","9800","0","0","62","NAO"
"3687","SC","35","Superior Completo","Solteiro","1","Sim","2","600000","0","15","Sim","15000","1","70000","67","SIM"
"3688","PR","42","Segundo Grau Completo","Casado","0","Sim","0","0","0","80","Não","6100","2","48000","73","NAO"
"3689","RJ","45","Superior Cursando","Casado","0","Não","1","280000","0","12","Sim","9000","0","0","78","SIM"
"3690","SP","48","Superior Completo","Divorciado","2","Não","3","700000","0","75","Não","17500","1","50000","84","NAO"
"3691","MG","51","Segundo Grau Completo","Divorciado","1","Sim","1","340000","4000","90","Sim","13000","2","180000","89","SIM"
"3692","SC","53","Superior Cursando","Casado","2","Sim","1","450000","3200","93","Não","5300","0","0","95","NAO"
"3693","PR","55","Superior Completo","Casado","2","Não","3","900000","0","150","Não","18300","1","80000","98","SIM"
"3694","RJ","57","Segundo Grau Completo","Casado","3","Não","0","0","0","8","Sim","1800","0","0","12","NAO"
"3695","SP","62","Superior Cursando","Casado","3","Não","0","0","0","9","Não","4800","1","50000","98","SIM"
"3696","RJ","65","Superior Completo","Viuvo","1","Sim","1","220000","0","18","Sim","2200","2","30000","23","NAO"
"3697","SP","19","Superior Cursando","Solteiro","0","Sim","0","0","0","22","Não","3900","0","0","58","SIM"
"3698","MG","23","Superior Completo","Solteiro","1","Não","1","370000","0","30","Sim","11500","1","35000","34","NAO"
"3699","SC","25","Segundo Grau Completo","Casado","0","Não","0","0","0","14","Sim","3100","2","40000","40","SIM"
"3700","PR","27","Superior Cursando","Casado","1","Sim","1","185000","3000","19","Sim","6800","0","0","45","NAO"
"3701","RJ","28","Superior Completo","Divorciado","2","Não","0","0","0","8","Sim","1800","0","0","75","SIM"
"3702","SP","30","Segundo Grau Completo","Divorciado","0","Não","0","0","0","9","Não","4800","1","50000","18","NAO"
"3703","MG","32","Superior Cursando","Solteiro","1","Sim","1","220000","0","18","Sim","2200","2","30000","92","SIM"
"3704","SC","35","Superior Completo","Solteiro","1","Sim","0","0","0","22","Não","3900","0","0","29","NAO"
"3705","PR","42","Segundo Grau Completo","Casado","0","Não","1","370000","0","30","Sim","11500","1","35000","34","SIM"
"3706","RJ","45","Superior Cursando","Casado","0","Não","0","0","0","14","Sim","3100","2","40000","40","NAO"
"3707","SP","48","Superior Completo","Divorciado","2","Sim","1","185000","3000","19","Sim","6800","0","0","45","SIM"
"3708","MG","51","Segundo Grau Completo","Divorciado","1","Sim","2","450000","2400","25","Sim","22000","1","150000","51","NAO"
"3709","SC","53","Superior Cursando","Casado","2","Não","0","0","0","48","Sim","4500","2","28000","56","SIM"
"3710","PR","55","Superior Completo","Casado","2","Não","0","0","0","120","Não","9800","0","0","62","NAO"
"3711","RJ","57","Segundo Grau Completo","Casado","3","Sim","2","600000","0","15","Sim","15000","1","70000","67","SIM"
"3712","SP","62","Superior Cursando","Casado","3","Sim","0","0","0","80","Não","6100","2","48000","73","NAO"
"3713","RJ","65","Superior Completo","Viuvo","1","Não","1","280000","0","12","Sim","9000","0","0","78","SIM"
"3714","SP","19","Superior Cursando","Solteiro","0","Não","3","700000","0","75","Não","17500","1","50000","84","NAO"
"3715","MG","23","Superior Completo","Solteiro","1","Sim","1","340000","4000","90","Sim","13000","2","180000","89","SIM"
"3716","SC","25","Segundo Grau Completo","Casado","0","Sim","1","450000","3200","93","Não","5300","0","0","95","NAO"
"3717","PR","27","Superior Cursando","Casado","1","Não","3","900000","0","150","Não","18300","1","80000","98","SIM"
"3718","RJ","28","Superior Completo","Divorciado","2","Não","0","0","0","8","Sim","1800","0","0","12","NAO"
"3719","SP","30","Segundo Grau Completo","Divorciado","0","Não","0","0","0","9","Não","4800","1","50000","86","SIM"
"3720","MG","32","Superior Cursando","Solteiro","1","Sim","1","220000","0","18","Sim","2200","2","30000","23","NAO"
"3721","SC","35","Superior Completo","Solteiro","1","Sim","0","0","0","22","Não","3900","0","0","82","SIM"
"3722","PR","42","Segundo Grau Completo","Casado","0","Não","1","370000","0","30","Sim","11500","1","35000","34","NAO"
"3723","RJ","45","Superior Cursando","Casado","0","Não","0","0","0","14","Sim","3100","2","40000","40","SIM"
"3724","SP","48","Superior Completo","Divorciado","2","Sim","1","185000","3000","19","Sim","6800","0","0","45","NAO"
"3725","MG","51","Segundo Grau Completo","Divorciado","1","Não","0","0","0","8","Sim","1800","0","0","79","SIM"
"3726","SC","53","Superior Cursando","Casado","2","Não","0","0","0","9","Não","4800","1","50000","18","NAO"
"3727","PR","55","Superior Completo","Casado","2","Sim","1","220000","0","18","Sim","2200","2","30000","75","SIM"
"3728","RJ","57","Segundo Grau Completo","Casado","3","Sim","0","0","0","22","Não","3900","0","0","29","NAO"
"3729","SP","62","Superior Cursando","Casado","3","Não","1","370000","0","30","Sim","11500","1","35000","34","SIM"
"3730","RJ","65","Superior Completo","Viuvo","1","Não","0","0","0","14","Sim","3100","2","40000","40","NAO"
"3731","SP","19","Superior Cursando","Solteiro","0","Sim","1","185000","3000","19","Sim","6800","0","0","45","SIM"
"3732","MG","23","Superior Completo","Solteiro","1","Sim","2","450000","2400","25","Sim","22000","1","150000","51","NAO"
"3733","SC","25","Segundo Grau Completo","Casado","0","Não","0","0","0","48","Sim","4500","2","28000","56","SIM"
"3734","PR","27","Superior Cursando","Casado","1","Não","0","0","0","120","Não","9800","0","0","62","NAO"
"3735","RJ","28","Superior Completo","Divorciado","2","Sim","2","600000","0","15","Sim","15000","1","70000","67","SIM"
"3736","SP","30","Segundo Grau Completo","Divorciado","0","Sim","0","0","0","80","Não","6100","2","48000","73","NAO"
"3737","MG","32","Superior Cursando","Solteiro","1","Não","1","280000","0","12","Sim","9000","0","0","78","SIM"
"3738","SC","35","Superior Completo","Solteiro","1","Não","3","700000","0","75","Não","17500","1","50000","84","NAO"
"3739","PR","42","Segundo Grau Completo","Casado","0","Sim","1","340000","4000","90","Sim","13000","2","180000","89","SIM"
"3740","RJ","45","Superior Cursando","Casado","0","Sim","1","450000","3200","93","Não","5300","0","0","95","NAO"
"3741","SP","48","Superior Completo","Divorciado","2","Não","3","900000","0","150","Não","18300","1","80000","98","SIM"
"3742","MG","51","Segundo Grau Completo","Divorciado","1","Não","0","0","0","8","Sim","1800","0","0","12","NAO"
"3743","SC","53","Superior Cursando","Casado","2","Não","0","0","0","9","Não","4800","1","50000","92","SIM"
"3744","PR","55","Superior Completo","Casado","2","Sim","1","220000","0","18","Sim","2200","2","30000","23","NAO"
"3745","RJ","57","Segundo Grau Completo","Casado","3","Sim","0","0","0","22","Não","3900","0","0","86","SIM"
"3746","SP","62","Superior Cursando","Casado","3","Não","1","370000","0","30","Sim","11500","1","35000","34","NAO"
"3747","RJ","65","Superior Completo","Viuvo","1","Não","0","0","0","14","Sim","3100","2","40000","40","SIM"
"3748","RJ","65","Superior Completo","Viuvo","1","Sim","1","185000","3000","19","Sim","6800","0","0","45","NAO"
"3749","SP","23","Segundo Grau Completo","Casado","3","Sim","2","600000","0","15","Sim","15000","1","70000","67","SIM"
"3750","MG","28","Superior Cursando","Casado","3","Sim","0","0","0","80","Não","6100","2","48000","73","NAO"
"3751","SC","30","Superior Completo","Viuvo","1","Não","1","280000","0","12","Sim","9000","0","0","78","SIM"
"3752","PR","32","Superior Cursando","Solteiro","0","Não","3","700000","0","75","Não","17500","1","50000","84","NAO"
"3753","RJ","35","Superior Completo","Solteiro","1","Sim","1","340000","4000","90","Sim","13000","2","180000","89","SIM"
"3754","SP","42","Segundo Grau Completo","Casado","0","Sim","1","450000","3200","93","Não","5300","0","0","95","NAO"
"3755","MG","45","Superior Cursando","Casado","1","Não","3","900000","0","150","Não","18300","1","80000","98","SIM"
"3756","SC","48","Superior Completo","Divorciado","2","Não","0","0","0","8","Sim","1800","0","0","12","NAO"
"3757","PR","51","Segundo Grau Completo","Divorciado","0","Não","0","0","0","9","Não","4800","1","50000","82","SIM"
"3758","RJ","53","Superior Cursando","Solteiro","1","Sim","1","220000","0","18","Sim","2200","2","30000","23","NAO"
"3759","SP","55","Superior Completo","Solteiro","1","Sim","0","0","0","22","Não","3900","0","0","79","SIM"
"3760","MG","57","Segundo Grau Completo","Casado","0","Não","1","370000","0","30","Sim","11500","1","35000","34","NAO"
"3761","SC","62","Superior Cursando","Casado","0","Não","0","0","0","14","Sim","3100","2","40000","40","SIM"
